id,transactionDate,currency,isArchived,isDeleted,updatedAt,createdAt,customer,company
7696,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,7,3
7695,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,22,3
7694,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,19,3
7693,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,37,3
2573,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,23,1
12869,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,39,5
12870,2017-01-06,USD,False,False,2017-01-06,2017-01-06,11,5
12871,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,6,5
12872,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,37,5
14,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,28,0
15,2017-01-06,USD,False,False,2017-01-06,2017-01-06,8,0
20650,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,23,8
15471,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,26,6
23240,2017-01-06,USD,False,False,2017-01-06,2017-01-06,7,9
23239,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,43,9
20651,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,19,8
20652,2017-01-06,USD,False,False,2017-01-06,2017-01-06,4,8
10248,2017-01-06,AUD,False,False,2017-01-06,2017-01-06,21,4
10247,2017-01-06,EUR,False,False,2017-01-06,2017-01-06,20,4
18041,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,11,7
7698,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,48,3
23241,2017-01-07,USD,False,False,2017-01-07,2017-01-07,5,9
7699,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,8,3
15473,2017-01-07,USD,False,False,2017-01-07,2017-01-07,9,6
18042,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,32,7
2576,2017-01-07,USD,False,False,2017-01-07,2017-01-07,31,1
21,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,13,0
10249,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,0,4
10250,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,12,4
10251,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,15,4
10252,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,27,4
10253,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,0,4
20,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,43,0
2577,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,20,1
20655,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,0,8
20656,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,36,8
5143,2017-01-07,USD,False,False,2017-01-07,2017-01-07,4,2
5142,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,39,2
5141,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,3,2
18040,2017-01-07,USD,False,False,2017-01-07,2017-01-07,6,7
2575,2017-01-07,USD,False,False,2017-01-07,2017-01-07,4,1
19,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,12,0
12873,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,15,5
12875,2017-01-07,USD,False,False,2017-01-07,2017-01-07,11,5
12876,2017-01-07,EUR,False,False,2017-01-07,2017-01-07,31,5
12877,2017-01-07,USD,False,False,2017-01-07,2017-01-07,2,5
12874,2017-01-07,AUD,False,False,2017-01-07,2017-01-07,6,5
18044,2017-01-08,USD,False,False,2017-01-08,2017-01-08,14,7
18045,2017-01-08,USD,False,False,2017-01-08,2017-01-08,12,7
12881,2017-01-08,USD,False,False,2017-01-08,2017-01-08,1,5
12880,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,45,5
12879,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,7,5
5144,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,12,2
5148,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,28,2
5147,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,16,2
5146,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,20,2
23242,2017-01-08,USD,False,False,2017-01-08,2017-01-08,14,9
12878,2017-01-08,USD,False,False,2017-01-08,2017-01-08,30,5
20657,2017-01-08,USD,False,False,2017-01-08,2017-01-08,3,8
20658,2017-01-08,USD,False,False,2017-01-08,2017-01-08,37,8
18043,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,16,7
7700,2017-01-08,USD,False,False,2017-01-08,2017-01-08,45,3
7701,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,37,3
7702,2017-01-08,USD,False,False,2017-01-08,2017-01-08,13,3
22,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,12,0
15474,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,28,6
15475,2017-01-08,USD,False,False,2017-01-08,2017-01-08,10,6
15476,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,39,6
15477,2017-01-08,USD,False,False,2017-01-08,2017-01-08,40,6
15478,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,31,6
10254,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,34,4
10255,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,11,4
10256,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,30,4
12882,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,39,5
23,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,19,0
2578,2017-01-08,EUR,False,False,2017-01-08,2017-01-08,23,1
2579,2017-01-08,USD,False,False,2017-01-08,2017-01-08,6,1
7703,2017-01-08,USD,False,False,2017-01-08,2017-01-08,26,3
20659,2017-01-08,USD,False,False,2017-01-08,2017-01-08,34,8
5145,2017-01-08,AUD,False,False,2017-01-08,2017-01-08,19,2
18046,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,4,7
5153,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,28,2
5150,2017-01-09,USD,False,False,2017-01-09,2017-01-09,22,2
5151,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,14,2
5152,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,47,2
2584,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,9,1
2583,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,27,1
2582,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,44,1
2581,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,29,1
15479,2017-01-09,USD,False,False,2017-01-09,2017-01-09,28,6
5149,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,29,2
2580,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,42,1
24,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,26,0
7705,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,43,3
12883,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,15,5
10257,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,36,4
10258,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,1,4
10259,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,45,4
20660,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,37,8
20661,2017-01-09,USD,False,False,2017-01-09,2017-01-09,25,8
7704,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,43,3
20663,2017-01-09,EUR,False,False,2017-01-09,2017-01-09,12,8
20662,2017-01-09,AUD,False,False,2017-01-09,2017-01-09,8,8
23243,2017-01-09,USD,False,False,2017-01-09,2017-01-09,24,9
20664,2017-01-09,USD,False,False,2017-01-09,2017-01-09,38,8
5155,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,11,2
12885,2017-01-10,USD,False,False,2017-01-10,2017-01-10,18,5
2585,2017-01-10,EUR,False,False,2017-01-10,2017-01-10,28,1
10263,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,28,4
10262,2017-01-10,EUR,False,False,2017-01-10,2017-01-10,18,4
10260,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,4,4
20665,2017-01-10,USD,False,False,2017-01-10,2017-01-10,11,8
18047,2017-01-10,EUR,False,False,2017-01-10,2017-01-10,44,7
26,2017-01-10,USD,False,False,2017-01-10,2017-01-10,21,0
25,2017-01-10,USD,False,False,2017-01-10,2017-01-10,16,0
12884,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,27,5
5154,2017-01-10,USD,False,False,2017-01-10,2017-01-10,32,2
10261,2017-01-10,USD,False,False,2017-01-10,2017-01-10,35,4
7707,2017-01-10,EUR,False,False,2017-01-10,2017-01-10,15,3
7706,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,34,3
23244,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,35,9
15480,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,19,6
15481,2017-01-10,USD,False,False,2017-01-10,2017-01-10,16,6
23245,2017-01-10,AUD,False,False,2017-01-10,2017-01-10,47,9
5158,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,41,2
15482,2017-01-11,USD,False,False,2017-01-11,2017-01-11,42,6
15483,2017-01-11,USD,False,False,2017-01-11,2017-01-11,10,6
15484,2017-01-11,USD,False,False,2017-01-11,2017-01-11,43,6
15485,2017-01-11,USD,False,False,2017-01-11,2017-01-11,29,6
12886,2017-01-11,USD,False,False,2017-01-11,2017-01-11,4,5
10264,2017-01-11,EUR,False,False,2017-01-11,2017-01-11,27,4
20670,2017-01-11,USD,False,False,2017-01-11,2017-01-11,5,8
5157,2017-01-11,USD,False,False,2017-01-11,2017-01-11,33,2
18048,2017-01-11,EUR,False,False,2017-01-11,2017-01-11,32,7
7709,2017-01-11,USD,False,False,2017-01-11,2017-01-11,38,3
20669,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,8,8
20668,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,34,8
2586,2017-01-11,USD,False,False,2017-01-11,2017-01-11,13,1
20667,2017-01-11,EUR,False,False,2017-01-11,2017-01-11,43,8
20666,2017-01-11,USD,False,False,2017-01-11,2017-01-11,41,8
7710,2017-01-11,USD,False,False,2017-01-11,2017-01-11,15,3
29,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,45,0
28,2017-01-11,USD,False,False,2017-01-11,2017-01-11,38,0
27,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,37,0
7708,2017-01-11,EUR,False,False,2017-01-11,2017-01-11,21,3
5156,2017-01-11,EUR,False,False,2017-01-11,2017-01-11,46,2
23246,2017-01-11,AUD,False,False,2017-01-11,2017-01-11,30,9
20671,2017-01-12,USD,False,False,2017-01-12,2017-01-12,31,8
15488,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,29,6
5159,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,42,2
23249,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,1,9
10265,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,4,4
15487,2017-01-12,USD,False,False,2017-01-12,2017-01-12,29,6
5160,2017-01-12,USD,False,False,2017-01-12,2017-01-12,28,2
18051,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,39,7
23248,2017-01-12,USD,False,False,2017-01-12,2017-01-12,32,9
18049,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,40,7
30,2017-01-12,USD,False,False,2017-01-12,2017-01-12,19,0
31,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,19,0
15486,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,8,6
32,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,44,0
12889,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,25,5
12888,2017-01-12,EUR,False,False,2017-01-12,2017-01-12,42,5
12887,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,46,5
18050,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,38,7
7711,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,26,3
23247,2017-01-12,AUD,False,False,2017-01-12,2017-01-12,28,9
2588,2017-01-12,USD,False,False,2017-01-12,2017-01-12,43,1
2587,2017-01-12,USD,False,False,2017-01-12,2017-01-12,40,1
20672,2017-01-13,USD,False,False,2017-01-13,2017-01-13,25,8
20673,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,44,8
20674,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,9,8
20675,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,28,8
23251,2017-01-13,USD,False,False,2017-01-13,2017-01-13,7,9
35,2017-01-13,USD,False,False,2017-01-13,2017-01-13,3,0
34,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,45,0
33,2017-01-13,USD,False,False,2017-01-13,2017-01-13,30,0
18055,2017-01-13,USD,False,False,2017-01-13,2017-01-13,7,7
18054,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,7,7
18053,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,0,7
18052,2017-01-13,USD,False,False,2017-01-13,2017-01-13,22,7
7712,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,48,3
10267,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,46,4
2589,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,36,1
2590,2017-01-13,USD,False,False,2017-01-13,2017-01-13,1,1
12892,2017-01-13,USD,False,False,2017-01-13,2017-01-13,15,5
12893,2017-01-13,USD,False,False,2017-01-13,2017-01-13,47,5
12890,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,45,5
5161,2017-01-13,USD,False,False,2017-01-13,2017-01-13,13,2
23250,2017-01-13,USD,False,False,2017-01-13,2017-01-13,29,9
12891,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,12,5
10268,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,44,4
10269,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,39,4
15489,2017-01-13,USD,False,False,2017-01-13,2017-01-13,7,6
10270,2017-01-13,AUD,False,False,2017-01-13,2017-01-13,45,4
15490,2017-01-13,EUR,False,False,2017-01-13,2017-01-13,12,6
10266,2017-01-13,USD,False,False,2017-01-13,2017-01-13,32,4
15492,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,17,6
23255,2017-01-14,USD,False,False,2017-01-14,2017-01-14,0,9
23254,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,1,9
23253,2017-01-14,USD,False,False,2017-01-14,2017-01-14,32,9
23252,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,37,9
38,2017-01-14,USD,False,False,2017-01-14,2017-01-14,35,0
36,2017-01-14,USD,False,False,2017-01-14,2017-01-14,47,0
15491,2017-01-14,USD,False,False,2017-01-14,2017-01-14,4,6
12894,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,39,5
12895,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,8,5
15495,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,4,6
15494,2017-01-14,USD,False,False,2017-01-14,2017-01-14,20,6
15493,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,35,6
37,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,25,0
12896,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,23,5
7715,2017-01-14,USD,False,False,2017-01-14,2017-01-14,3,3
20677,2017-01-14,USD,False,False,2017-01-14,2017-01-14,23,8
7714,2017-01-14,USD,False,False,2017-01-14,2017-01-14,10,3
7713,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,19,3
10271,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,15,4
7716,2017-01-14,USD,False,False,2017-01-14,2017-01-14,9,3
5162,2017-01-14,USD,False,False,2017-01-14,2017-01-14,11,2
5163,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,36,2
5165,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,42,2
5166,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,9,2
20676,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,19,8
20678,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,26,8
5164,2017-01-14,EUR,False,False,2017-01-14,2017-01-14,46,2
18056,2017-01-14,USD,False,False,2017-01-14,2017-01-14,22,7
2591,2017-01-14,USD,False,False,2017-01-14,2017-01-14,36,1
10272,2017-01-14,AUD,False,False,2017-01-14,2017-01-14,19,4
18058,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,14,7
18059,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,39,7
18060,2017-01-15,USD,False,False,2017-01-15,2017-01-15,12,7
18061,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,2,7
2592,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,1,1
20681,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,43,8
20680,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,27,8
18057,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,35,7
20679,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,14,8
15496,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,36,6
23257,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,46,9
39,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,24,0
40,2017-01-15,AUD,False,False,2017-01-15,2017-01-15,0,0
41,2017-01-15,EUR,False,False,2017-01-15,2017-01-15,2,0
