id,qty,isArchived,isDeleted,updatedAt,createdAt,salesOrder,inventory,price
67,1,False,False,2017-01-02,2017-01-02,20639,150,11.9
68,2,False,False,2017-01-02,2017-01-02,15460,129,14.9
69,4,False,False,2017-01-02,2017-01-02,15460,132,20.0
70,1,False,False,2017-01-02,2017-01-02,2562,22,6.9
71,3,False,False,2017-01-02,2017-01-02,2562,27,11.4
72,5,False,False,2017-01-02,2017-01-02,15459,129,14.9
73,1,False,False,2017-01-02,2017-01-02,15459,123,12.2
74,5,False,False,2017-01-02,2017-01-02,15459,123,12.2
75,3,False,False,2017-01-02,2017-01-02,12862,89,12.4
76,5,False,False,2017-01-02,2017-01-02,12862,99,11.4
77,3,False,False,2017-01-02,2017-01-02,12862,110,2.9
78,3,False,False,2017-01-02,2017-01-02,2561,24,19.9
79,2,False,False,2017-01-02,2017-01-02,2561,25,20.9
80,4,False,False,2017-01-02,2017-01-02,10233,65,29.9
81,3,False,False,2017-01-02,2017-01-02,10233,82,24.9
82,3,False,False,2017-01-02,2017-01-02,10233,75,7.3
83,5,False,False,2017-01-02,2017-01-02,10234,74,6.9
84,3,False,False,2017-01-02,2017-01-02,10234,85,10.0
85,3,False,False,2017-01-02,2017-01-02,10235,73,6.0
86,3,False,False,2017-01-02,2017-01-02,10235,78,23.8
87,4,False,False,2017-01-02,2017-01-02,10236,87,5.2
88,5,False,False,2017-01-02,2017-01-02,15461,122,27.4
89,5,False,False,2017-01-02,2017-01-02,15461,116,10.7
90,3,False,False,2017-01-02,2017-01-02,15462,118,15.3
91,1,False,False,2017-01-02,2017-01-02,7684,57,2.9
92,4,False,False,2017-01-02,2017-01-02,7684,64,9.0
93,5,False,False,2017-01-02,2017-01-02,23226,160,3.9
94,4,False,False,2017-01-02,2017-01-02,7682,63,15.9
95,5,False,False,2017-01-02,2017-01-02,7682,57,2.9
96,3,False,False,2017-01-02,2017-01-02,7682,61,14.9
97,2,False,False,2017-01-02,2017-01-02,18032,133,12.9
98,5,False,False,2017-01-02,2017-01-02,18032,138,5.0
99,5,False,False,2017-01-02,2017-01-02,18032,147,34.4
100,2,False,False,2017-01-02,2017-01-02,15458,117,4.4
101,1,False,False,2017-01-02,2017-01-02,15458,117,4.4
102,2,False,False,2017-01-02,2017-01-02,15458,127,8.9
103,2,False,False,2017-01-02,2017-01-02,5132,30,29.9
104,2,False,False,2017-01-02,2017-01-02,5131,39,9.9
105,5,False,False,2017-01-02,2017-01-02,5130,35,10.9
106,4,False,False,2017-01-02,2017-01-02,5130,30,29.9
107,4,False,False,2017-01-02,2017-01-02,5129,40,4.5
108,5,False,False,2017-01-02,2017-01-02,5129,50,47.6
109,2,False,False,2017-01-02,2017-01-02,18031,139,22.5
110,1,False,False,2017-01-02,2017-01-02,5,11,19.9
111,4,False,False,2017-01-02,2017-01-02,5,11,19.9
112,4,False,False,2017-01-02,2017-01-02,5,8,14.9
113,1,False,False,2017-01-02,2017-01-02,18030,144,24.9
114,3,False,False,2017-01-03,2017-01-03,5134,48,47.4
115,3,False,False,2017-01-03,2017-01-03,5134,32,9.9
116,5,False,False,2017-01-03,2017-01-03,5134,46,30.0
117,3,False,False,2017-01-03,2017-01-03,20646,150,11.9
118,4,False,False,2017-01-03,2017-01-03,20646,150,11.9
119,4,False,False,2017-01-03,2017-01-03,20645,150,11.9
120,2,False,False,2017-01-03,2017-01-03,20645,150,11.9
121,5,False,False,2017-01-03,2017-01-03,20644,150,11.9
122,2,False,False,2017-01-03,2017-01-03,20644,150,11.9
123,5,False,False,2017-01-03,2017-01-03,20644,150,11.9
124,1,False,False,2017-01-03,2017-01-03,12864,99,11.4
125,3,False,False,2017-01-03,2017-01-03,23227,152,2.9
126,5,False,False,2017-01-03,2017-01-03,23227,160,3.9
127,3,False,False,2017-01-03,2017-01-03,18034,137,29.7
128,4,False,False,2017-01-03,2017-01-03,18034,145,2.5
129,2,False,False,2017-01-03,2017-01-03,18034,146,6.9
130,4,False,False,2017-01-03,2017-01-03,23228,155,56.1
131,4,False,False,2017-01-03,2017-01-03,23228,162,10.9
132,2,False,False,2017-01-03,2017-01-03,23229,164,17.9
133,5,False,False,2017-01-03,2017-01-03,23229,160,3.9
134,3,False,False,2017-01-03,2017-01-03,23230,162,10.9
135,3,False,False,2017-01-03,2017-01-03,23230,158,0.9
136,3,False,False,2017-01-03,2017-01-03,23231,151,2.0
137,4,False,False,2017-01-03,2017-01-03,23231,155,56.1
138,4,False,False,2017-01-03,2017-01-03,12863,92,14.9
139,1,False,False,2017-01-03,2017-01-03,12863,88,22.0
140,2,False,False,2017-01-03,2017-01-03,18033,147,34.4
141,1,False,False,2017-01-03,2017-01-03,18033,142,3.9
142,4,False,False,2017-01-03,2017-01-03,18033,137,29.7
143,5,False,False,2017-01-03,2017-01-03,15464,127,8.9
144,2,False,False,2017-01-03,2017-01-03,10237,73,6.0
145,1,False,False,2017-01-03,2017-01-03,10237,80,24.9
146,4,False,False,2017-01-03,2017-01-03,10237,72,10.5
147,3,False,False,2017-01-03,2017-01-03,15465,116,10.7
148,4,False,False,2017-01-03,2017-01-03,15465,121,5.4
149,5,False,False,2017-01-03,2017-01-03,2566,27,11.4
150,1,False,False,2017-01-03,2017-01-03,2566,21,56.0
151,3,False,False,2017-01-03,2017-01-03,2566,22,6.9
152,3,False,False,2017-01-03,2017-01-03,2565,28,24.9
153,5,False,False,2017-01-03,2017-01-03,2565,24,19.9
154,3,False,False,2017-01-03,2017-01-03,7686,60,25.9
155,5,False,False,2017-01-03,2017-01-03,7685,63,15.9
156,1,False,False,2017-01-03,2017-01-03,7685,55,24.8
157,5,False,False,2017-01-03,2017-01-03,6,8,14.9
158,5,False,False,2017-01-03,2017-01-03,7,3,11.1
159,1,False,False,2017-01-03,2017-01-03,7,6,15.5
160,5,False,False,2017-01-03,2017-01-03,8,13,12.9
161,4,False,False,2017-01-03,2017-01-03,8,18,42.9
162,4,False,False,2017-01-03,2017-01-03,20643,150,11.9
163,3,False,False,2017-01-03,2017-01-03,20643,150,11.9
164,3,False,False,2017-01-03,2017-01-03,5133,31,22.9
165,4,False,False,2017-01-03,2017-01-03,5133,29,19.0
166,4,False,False,2017-01-03,2017-01-03,15463,121,5.4
167,2,False,False,2017-01-03,2017-01-03,15463,121,5.4
168,4,False,False,2017-01-03,2017-01-03,15463,117,4.4
169,4,False,False,2017-01-04,2017-01-04,23232,159,228.9
170,5,False,False,2017-01-04,2017-01-04,23232,156,119.9
171,4,False,False,2017-01-04,2017-01-04,23232,153,4.9
172,1,False,False,2017-01-04,2017-01-04,10240,82,24.9
173,2,False,False,2017-01-04,2017-01-04,10240,67,7.8
174,1,False,False,2017-01-04,2017-01-04,10240,73,6.0
175,1,False,False,2017-01-04,2017-01-04,10239,86,14.3
176,4,False,False,2017-01-04,2017-01-04,12866,111,14.8
177,4,False,False,2017-01-04,2017-01-04,12866,90,9.8
178,1,False,False,2017-01-04,2017-01-04,12865,103,11.9
179,1,False,False,2017-01-04,2017-01-04,12865,91,5.8
180,5,False,False,2017-01-04,2017-01-04,12865,95,33.0
181,2,False,False,2017-01-04,2017-01-04,12867,91,5.8
182,4,False,False,2017-01-04,2017-01-04,12867,97,1.9
183,2,False,False,2017-01-04,2017-01-04,12867,92,14.9
184,4,False,False,2017-01-04,2017-01-04,23236,153,4.9
185,2,False,False,2017-01-04,2017-01-04,23236,163,44.9
186,5,False,False,2017-01-04,2017-01-04,23236,152,2.9
187,5,False,False,2017-01-04,2017-01-04,23235,151,2.0
188,1,False,False,2017-01-04,2017-01-04,2567,26,13.1
189,5,False,False,2017-01-04,2017-01-04,10241,66,1.5
190,1,False,False,2017-01-04,2017-01-04,10241,83,6.1
191,5,False,False,2017-01-04,2017-01-04,10238,77,19.9
192,1,False,False,2017-01-04,2017-01-04,10238,69,15.8
193,1,False,False,2017-01-04,2017-01-04,10238,78,23.8
194,5,False,False,2017-01-04,2017-01-04,23233,161,6.9
195,4,False,False,2017-01-04,2017-01-04,23233,158,0.9
196,3,False,False,2017-01-04,2017-01-04,23234,161,6.9
197,1,False,False,2017-01-04,2017-01-04,23234,165,2.2
198,2,False,False,2017-01-04,2017-01-04,15468,121,5.4
199,5,False,False,2017-01-04,2017-01-04,7689,63,15.9
200,5,False,False,2017-01-04,2017-01-04,7689,57,2.9
201,5,False,False,2017-01-04,2017-01-04,7689,61,14.9
202,1,False,False,2017-01-04,2017-01-04,7688,57,2.9
203,3,False,False,2017-01-04,2017-01-04,20647,150,11.9
204,5,False,False,2017-01-04,2017-01-04,20647,150,11.9
205,2,False,False,2017-01-04,2017-01-04,20647,150,11.9
206,4,False,False,2017-01-04,2017-01-04,9,14,43.3
207,2,False,False,2017-01-04,2017-01-04,9,5,4.4
208,3,False,False,2017-01-04,2017-01-04,10,0,5.9
209,5,False,False,2017-01-04,2017-01-04,10,2,4.7
210,1,False,False,2017-01-04,2017-01-04,10,1,5.2
211,5,False,False,2017-01-04,2017-01-04,5135,45,16.9
212,4,False,False,2017-01-04,2017-01-04,18035,140,10.9
213,4,False,False,2017-01-04,2017-01-04,18035,147,34.4
214,5,False,False,2017-01-04,2017-01-04,15467,115,185.9
215,5,False,False,2017-01-04,2017-01-04,15467,112,32.4
216,1,False,False,2017-01-04,2017-01-04,15466,124,69.9
217,4,False,False,2017-01-04,2017-01-04,15466,116,10.7
218,1,False,False,2017-01-04,2017-01-04,15466,119,23.9
219,4,False,False,2017-01-04,2017-01-04,7687,63,15.9
220,5,False,False,2017-01-05,2017-01-05,11,4,15.2
221,2,False,False,2017-01-05,2017-01-05,7690,58,6.6
222,3,False,False,2017-01-05,2017-01-05,7690,57,2.9
223,4,False,False,2017-01-05,2017-01-05,15469,123,12.2
224,2,False,False,2017-01-05,2017-01-05,15469,124,69.9
225,3,False,False,2017-01-05,2017-01-05,15469,123,12.2
226,3,False,False,2017-01-05,2017-01-05,2568,26,13.1
227,1,False,False,2017-01-05,2017-01-05,2568,28,24.9
228,2,False,False,2017-01-05,2017-01-05,2568,23,31.9
229,1,False,False,2017-01-05,2017-01-05,2569,21,56.0
230,1,False,False,2017-01-05,2017-01-05,2569,20,16.9
231,2,False,False,2017-01-05,2017-01-05,12868,94,6.9
232,4,False,False,2017-01-05,2017-01-05,20648,150,11.9
233,3,False,False,2017-01-05,2017-01-05,23238,163,44.9
234,4,False,False,2017-01-05,2017-01-05,23238,151,2.0
235,3,False,False,2017-01-05,2017-01-05,23238,158,0.9
236,4,False,False,2017-01-05,2017-01-05,23237,165,2.2
237,4,False,False,2017-01-05,2017-01-05,23237,156,119.9
238,1,False,False,2017-01-05,2017-01-05,23237,158,0.9
239,2,False,False,2017-01-05,2017-01-05,2570,22,6.9
240,4,False,False,2017-01-05,2017-01-05,20649,150,11.9
241,5,False,False,2017-01-05,2017-01-05,2571,22,6.9
242,1,False,False,2017-01-05,2017-01-05,2571,24,19.9
243,3,False,False,2017-01-05,2017-01-05,7691,55,24.8
244,2,False,False,2017-01-05,2017-01-05,7691,63,15.9
245,1,False,False,2017-01-05,2017-01-05,10243,80,24.9
246,3,False,False,2017-01-05,2017-01-05,12,11,19.9
247,1,False,False,2017-01-05,2017-01-05,12,1,5.2
248,4,False,False,2017-01-05,2017-01-05,7692,60,25.9
249,1,False,False,2017-01-05,2017-01-05,7692,55,24.8
250,3,False,False,2017-01-05,2017-01-05,7692,63,15.9
251,2,False,False,2017-01-05,2017-01-05,18038,147,34.4
252,1,False,False,2017-01-05,2017-01-05,18038,138,5.0
253,5,False,False,2017-01-05,2017-01-05,18037,133,12.9
254,5,False,False,2017-01-05,2017-01-05,18036,135,7.9
255,3,False,False,2017-01-05,2017-01-05,10246,87,5.2
256,3,False,False,2017-01-05,2017-01-05,10246,86,14.3
257,3,False,False,2017-01-05,2017-01-05,5136,43,3.8
258,4,False,False,2017-01-05,2017-01-05,10242,67,7.8
259,2,False,False,2017-01-05,2017-01-05,10242,70,10.9
260,1,False,False,2017-01-05,2017-01-05,13,6,15.5
261,4,False,False,2017-01-05,2017-01-05,10244,84,45.0
262,1,False,False,2017-01-05,2017-01-05,10244,73,6.0
263,1,False,False,2017-01-05,2017-01-05,10244,79,1.8
264,4,False,False,2017-01-05,2017-01-05,10245,86,14.3
265,1,False,False,2017-01-05,2017-01-05,10245,70,10.9
266,5,False,False,2017-01-06,2017-01-06,18039,149,5.9
267,1,False,False,2017-01-06,2017-01-06,20653,150,11.9
268,4,False,False,2017-01-06,2017-01-06,20653,150,11.9
269,1,False,False,2017-01-06,2017-01-06,5138,44,1.5
270,1,False,False,2017-01-06,2017-01-06,16,7,22.6
271,4,False,False,2017-01-06,2017-01-06,16,15,3.3
272,1,False,False,2017-01-06,2017-01-06,16,1,5.2
273,4,False,False,2017-01-06,2017-01-06,5140,42,23.9
274,1,False,False,2017-01-06,2017-01-06,5140,38,59.9
275,2,False,False,2017-01-06,2017-01-06,5139,35,10.9
276,4,False,False,2017-01-06,2017-01-06,17,16,28.0
277,5,False,False,2017-01-06,2017-01-06,17,6,15.5
278,1,False,False,2017-01-06,2017-01-06,17,7,22.6
279,1,False,False,2017-01-06,2017-01-06,18,3,11.1
280,2,False,False,2017-01-06,2017-01-06,18,17,17.7
281,2,False,False,2017-01-06,2017-01-06,5137,31,22.9
282,1,False,False,2017-01-06,2017-01-06,5137,48,47.4
283,5,False,False,2017-01-06,2017-01-06,5137,43,3.8
284,4,False,False,2017-01-06,2017-01-06,20654,150,11.9
285,5,False,False,2017-01-06,2017-01-06,20654,150,11.9
286,1,False,False,2017-01-06,2017-01-06,2572,22,6.9
287,4,False,False,2017-01-06,2017-01-06,2572,24,19.9
288,5,False,False,2017-01-06,2017-01-06,2572,23,31.9
289,3,False,False,2017-01-06,2017-01-06,15470,116,10.7
290,3,False,False,2017-01-06,2017-01-06,2574,21,56.0
291,3,False,False,2017-01-06,2017-01-06,2574,26,13.1
292,5,False,False,2017-01-06,2017-01-06,15472,116,10.7
293,2,False,False,2017-01-06,2017-01-06,7697,60,25.9
294,4,False,False,2017-01-06,2017-01-06,7696,54,9.2
295,2,False,False,2017-01-06,2017-01-06,7696,62,10.9
296,1,False,False,2017-01-06,2017-01-06,7696,57,2.9
297,2,False,False,2017-01-06,2017-01-06,7695,64,9.0
298,2,False,False,2017-01-06,2017-01-06,7695,53,9.9
299,1,False,False,2017-01-06,2017-01-06,7694,58,6.6
300,4,False,False,2017-01-06,2017-01-06,7694,54,9.2
301,5,False,False,2017-01-06,2017-01-06,7693,59,127.9
302,3,False,False,2017-01-06,2017-01-06,7693,53,9.9
303,5,False,False,2017-01-06,2017-01-06,2573,22,6.9
304,4,False,False,2017-01-06,2017-01-06,2573,20,16.9
305,1,False,False,2017-01-06,2017-01-06,2573,22,6.9
306,4,False,False,2017-01-06,2017-01-06,12869,89,12.4
307,1,False,False,2017-01-06,2017-01-06,12869,96,25.9
308,5,False,False,2017-01-06,2017-01-06,12869,100,6.4
309,1,False,False,2017-01-06,2017-01-06,12870,98,23.9
310,2,False,False,2017-01-06,2017-01-06,12871,93,3.7
311,4,False,False,2017-01-06,2017-01-06,12871,96,25.9
312,3,False,False,2017-01-06,2017-01-06,12872,98,23.9
313,1,False,False,2017-01-06,2017-01-06,12872,89,12.4
314,5,False,False,2017-01-06,2017-01-06,12872,105,5.9
315,1,False,False,2017-01-06,2017-01-06,14,0,5.9
316,3,False,False,2017-01-06,2017-01-06,15,4,15.2
317,5,False,False,2017-01-06,2017-01-06,20650,150,11.9
318,2,False,False,2017-01-06,2017-01-06,20650,150,11.9
319,2,False,False,2017-01-06,2017-01-06,15471,125,12.9
320,2,False,False,2017-01-06,2017-01-06,15471,123,12.2
321,3,False,False,2017-01-06,2017-01-06,15471,122,27.4
322,5,False,False,2017-01-06,2017-01-06,23240,153,4.9
323,2,False,False,2017-01-06,2017-01-06,23239,164,17.9
324,1,False,False,2017-01-06,2017-01-06,23239,162,10.9
325,5,False,False,2017-01-06,2017-01-06,23239,155,56.1
326,2,False,False,2017-01-06,2017-01-06,20651,150,11.9
327,4,False,False,2017-01-06,2017-01-06,20651,150,11.9
328,1,False,False,2017-01-06,2017-01-06,20651,150,11.9
329,4,False,False,2017-01-06,2017-01-06,20652,150,11.9
330,4,False,False,2017-01-06,2017-01-06,20652,150,11.9
331,2,False,False,2017-01-06,2017-01-06,10248,78,23.8
332,1,False,False,2017-01-06,2017-01-06,10248,79,1.8
333,2,False,False,2017-01-06,2017-01-06,10248,86,14.3
334,4,False,False,2017-01-06,2017-01-06,10247,80,24.9
335,1,False,False,2017-01-06,2017-01-06,10247,84,45.0
336,2,False,False,2017-01-06,2017-01-06,10247,68,3.9
337,2,False,False,2017-01-07,2017-01-07,18041,134,39.9
338,1,False,False,2017-01-07,2017-01-07,18041,133,12.9
339,4,False,False,2017-01-07,2017-01-07,7698,56,1.9
340,3,False,False,2017-01-07,2017-01-07,7698,64,9.0
341,4,False,False,2017-01-07,2017-01-07,7698,59,127.9
342,3,False,False,2017-01-07,2017-01-07,23241,154,4.9
343,5,False,False,2017-01-07,2017-01-07,7699,57,2.9
344,2,False,False,2017-01-07,2017-01-07,15473,123,12.2
345,3,False,False,2017-01-07,2017-01-07,15473,123,12.2
346,1,False,False,2017-01-07,2017-01-07,15473,119,23.9
347,4,False,False,2017-01-07,2017-01-07,18042,148,4.0
348,2,False,False,2017-01-07,2017-01-07,18042,144,24.9
349,2,False,False,2017-01-07,2017-01-07,18042,137,29.7
350,1,False,False,2017-01-07,2017-01-07,2576,26,13.1
351,2,False,False,2017-01-07,2017-01-07,2576,21,56.0
352,3,False,False,2017-01-07,2017-01-07,21,3,11.1
353,3,False,False,2017-01-07,2017-01-07,21,6,15.5
354,4,False,False,2017-01-07,2017-01-07,10249,86,14.3
355,5,False,False,2017-01-07,2017-01-07,10249,82,24.9
356,4,False,False,2017-01-07,2017-01-07,10250,71,9.0
357,1,False,False,2017-01-07,2017-01-07,10251,65,29.9
358,5,False,False,2017-01-07,2017-01-07,10251,81,2.9
359,5,False,False,2017-01-07,2017-01-07,10251,83,6.1
360,1,False,False,2017-01-07,2017-01-07,10252,77,19.9
361,1,False,False,2017-01-07,2017-01-07,10253,86,14.3
362,3,False,False,2017-01-07,2017-01-07,10253,84,45.0
363,5,False,False,2017-01-07,2017-01-07,20,12,12.6
364,5,False,False,2017-01-07,2017-01-07,20,15,3.3
365,4,False,False,2017-01-07,2017-01-07,20,12,12.6
366,1,False,False,2017-01-07,2017-01-07,2577,28,24.9
367,2,False,False,2017-01-07,2017-01-07,2577,28,24.9
368,3,False,False,2017-01-07,2017-01-07,2577,26,13.1
369,5,False,False,2017-01-07,2017-01-07,20655,150,11.9
370,3,False,False,2017-01-07,2017-01-07,20655,150,11.9
371,1,False,False,2017-01-07,2017-01-07,20655,150,11.9
372,3,False,False,2017-01-07,2017-01-07,20656,150,11.9
373,4,False,False,2017-01-07,2017-01-07,5143,47,3.5
374,1,False,False,2017-01-07,2017-01-07,5143,38,59.9
375,2,False,False,2017-01-07,2017-01-07,5143,37,19.9
376,1,False,False,2017-01-07,2017-01-07,5142,30,29.9
377,3,False,False,2017-01-07,2017-01-07,5141,38,59.9
378,5,False,False,2017-01-07,2017-01-07,5141,51,12.9
379,5,False,False,2017-01-07,2017-01-07,5141,48,47.4
380,5,False,False,2017-01-07,2017-01-07,18040,148,4.0
381,2,False,False,2017-01-07,2017-01-07,2575,21,56.0
382,4,False,False,2017-01-07,2017-01-07,19,17,17.7
383,1,False,False,2017-01-07,2017-01-07,19,12,12.6
384,4,False,False,2017-01-07,2017-01-07,12873,100,6.4
385,5,False,False,2017-01-07,2017-01-07,12873,93,3.7
386,5,False,False,2017-01-07,2017-01-07,12873,94,6.9
387,3,False,False,2017-01-07,2017-01-07,12875,100,6.4
388,5,False,False,2017-01-07,2017-01-07,12875,91,5.8
389,3,False,False,2017-01-07,2017-01-07,12876,110,2.9
390,1,False,False,2017-01-07,2017-01-07,12876,95,33.0
391,3,False,False,2017-01-07,2017-01-07,12876,94,6.9
392,5,False,False,2017-01-07,2017-01-07,12877,96,25.9
393,2,False,False,2017-01-07,2017-01-07,12877,90,9.8
394,4,False,False,2017-01-07,2017-01-07,12874,108,476.9
395,1,False,False,2017-01-08,2017-01-08,18044,140,10.9
396,4,False,False,2017-01-08,2017-01-08,18045,146,6.9
397,4,False,False,2017-01-08,2017-01-08,18045,140,10.9
398,5,False,False,2017-01-08,2017-01-08,18045,148,4.0
399,3,False,False,2017-01-08,2017-01-08,12881,95,33.0
400,3,False,False,2017-01-08,2017-01-08,12881,101,3.4
401,5,False,False,2017-01-08,2017-01-08,12881,90,9.8
402,4,False,False,2017-01-08,2017-01-08,12880,93,3.7
403,2,False,False,2017-01-08,2017-01-08,12880,88,22.0
404,5,False,False,2017-01-08,2017-01-08,12879,97,1.9
405,5,False,False,2017-01-08,2017-01-08,5144,48,47.4
406,4,False,False,2017-01-08,2017-01-08,5144,34,4.1
407,3,False,False,2017-01-08,2017-01-08,5144,35,10.9
408,3,False,False,2017-01-08,2017-01-08,5148,32,9.9
409,1,False,False,2017-01-08,2017-01-08,5148,52,4.3
410,4,False,False,2017-01-08,2017-01-08,5148,30,29.9
411,1,False,False,2017-01-08,2017-01-08,5147,45,16.9
412,4,False,False,2017-01-08,2017-01-08,5146,35,10.9
413,4,False,False,2017-01-08,2017-01-08,5146,49,2.8
414,5,False,False,2017-01-08,2017-01-08,23242,165,2.2
415,1,False,False,2017-01-08,2017-01-08,12878,91,5.8
416,2,False,False,2017-01-08,2017-01-08,12878,94,6.9
417,3,False,False,2017-01-08,2017-01-08,20657,150,11.9
418,5,False,False,2017-01-08,2017-01-08,20658,150,11.9
419,3,False,False,2017-01-08,2017-01-08,18043,147,34.4
420,5,False,False,2017-01-08,2017-01-08,7700,64,9.0
421,1,False,False,2017-01-08,2017-01-08,7701,63,15.9
422,1,False,False,2017-01-08,2017-01-08,7701,58,6.6
423,2,False,False,2017-01-08,2017-01-08,7701,54,9.2
424,3,False,False,2017-01-08,2017-01-08,7702,58,6.6
425,1,False,False,2017-01-08,2017-01-08,22,14,43.3
426,5,False,False,2017-01-08,2017-01-08,15474,124,69.9
427,1,False,False,2017-01-08,2017-01-08,15475,124,69.9
428,5,False,False,2017-01-08,2017-01-08,15475,115,185.9
429,1,False,False,2017-01-08,2017-01-08,15476,116,10.7
430,4,False,False,2017-01-08,2017-01-08,15476,127,8.9
431,4,False,False,2017-01-08,2017-01-08,15477,114,7.9
432,1,False,False,2017-01-08,2017-01-08,15477,121,5.4
433,3,False,False,2017-01-08,2017-01-08,15478,127,8.9
434,3,False,False,2017-01-08,2017-01-08,10254,71,9.0
435,2,False,False,2017-01-08,2017-01-08,10254,77,19.9
436,4,False,False,2017-01-08,2017-01-08,10254,74,6.9
437,1,False,False,2017-01-08,2017-01-08,10255,87,5.2
438,1,False,False,2017-01-08,2017-01-08,10255,83,6.1
439,4,False,False,2017-01-08,2017-01-08,10255,74,6.9
440,5,False,False,2017-01-08,2017-01-08,10256,67,7.8
441,1,False,False,2017-01-08,2017-01-08,10256,78,23.8
442,2,False,False,2017-01-08,2017-01-08,12882,101,3.4
443,2,False,False,2017-01-08,2017-01-08,23,2,4.7
444,1,False,False,2017-01-08,2017-01-08,23,8,14.9
445,4,False,False,2017-01-08,2017-01-08,2578,27,11.4
446,5,False,False,2017-01-08,2017-01-08,2578,22,6.9
447,2,False,False,2017-01-08,2017-01-08,2578,26,13.1
448,3,False,False,2017-01-08,2017-01-08,2579,27,11.4
449,1,False,False,2017-01-08,2017-01-08,7703,54,9.2
