company,inventory,ds,yhat
0,8,2019-07-20,3.265522227649287
0,8,2019-07-21,3.971724297795421
0,8,2019-07-22,3.5804302385853357
0,8,2019-07-23,3.8731288517042333
0,8,2019-07-24,3.7441282465937102
0,8,2019-07-25,4.9269220817513
0,8,2019-07-26,3.5623489531845234
0,8,2019-07-27,3.726819711624242
0,8,2019-07-28,4.41561787648922
0,8,2019-07-29,3.999400413894964
0,8,2019-07-30,4.259762216952957
0,8,2019-07-31,4.091262250816385
0,8,2019-08-01,5.227790632597139
0,8,2019-08-02,3.8107254455634862
0,8,2019-08-03,3.9171540432119123
0,8,2019-08-04,4.543164079519335
0,8,2019-08-05,4.0603316939173215
0,8,2019-08-06,4.251270439365456
0,8,2019-08-07,4.011639248543497
0,8,2019-08-08,5.076489113900704
0,8,2019-08-09,3.588397748732348
0,8,2019-08-10,3.625667501543596
0,8,2019-08-11,4.185592311362958
0,8,2019-08-12,3.640921703135242
0,8,2019-08-13,3.7753859857686627
0,8,2019-08-14,3.485681509637394
0,8,2019-08-15,4.507796193643927
0,8,2019-08-16,2.98512508121882
0,8,2019-08-17,2.9966516349553203
0,8,2019-08-18,3.5402009286258975
0,8,2019-08-19,2.9888930313496163
0,8,2019-08-20,3.1266609597339325
0,8,2019-08-21,2.8502321813036877
0,8,2019-08-22,3.8954539169618525
0,8,2019-08-23,2.4054119517926456
0,8,2019-08-24,2.4586185289447906
0,8,2019-08-25,3.0522752714044152
0,8,2019-08-26,2.558739141350461
0,8,2019-08-27,2.7610554661717392
0,8,2019-08-28,2.5549566175227314
0,8,2019-08-29,3.675206156440435
0,8,2019-08-30,2.263737694292246
0,8,2019-08-31,2.3978635737791
0,8,2019-09-01,3.0735588464673125
0,8,2019-09-02,2.661948103329017
0,8,2019-09-03,2.944858761384479
0,8,2019-09-04,2.8168390044659546
0,8,2019-09-05,4.011519849821779
0,8,2019-09-06,2.6697703029814512
0,8,2019-09-07,2.8679204772198617
0,8,2019-09-08,3.601057988432418
0,8,2019-09-09,3.239525079610949
0,8,2019-09-10,3.5644800375867196
0,8,2019-09-11,3.4699211183101335
0,8,2019-09-12,4.689052523981003
0,8,2019-09-13,3.3624415127587097
0,8,2019-09-14,3.5662416740048744
0,8,2019-09-15,4.295487865907858
0,8,2019-09-16,3.9205904751893144
0,8,2019-09-17,4.222892776567157
0,8,2019-09-18,4.096689822971573
0,8,2019-09-19,5.275588614867441
0,8,2019-09-20,3.9006588163725717
0,8,2019-09-21,4.048649212788412
0,8,2019-09-22,4.715275537022405
0,8,2019-09-23,4.271707420240233
0,8,2019-09-24,4.500118302719172
0,8,2019-09-25,4.295696756984312
0,8,2019-09-26,5.392998956758862
0,8,2019-09-27,3.9340915126595766
0,8,2019-09-28,3.996759795628372
0,8,2019-09-29,4.577787282154135
0,8,2019-09-30,4.049433571311573
0,8,2019-10-01,4.194974801719155
0,8,2019-10-02,3.9107048192094522
0,8,2019-10-03,4.932276744354656
0,8,2019-10-04,3.4028341022397157
0,8,2019-10-05,3.4012066120388638
0,8,2019-10-06,3.925176189581872
0,8,2019-10-07,3.347940881102236
0,8,2019-10-08,3.4536405779559076
0,8,2019-10-09,3.1393430408286758
0,8,2019-10-10,4.141370116562952
0,8,2019-10-11,2.6034135981261635
0,8,2019-10-12,2.604716162960214
0,8,2019-10-13,3.143323323238726
0,8,2019-10-14,2.5925345198860237
0,8,2019-10-15,2.7364176459819305
0,8,2019-10-16,2.471785972924156
0,8,2019-10-17,3.5345178019557433
0,8,2019-10-18,2.0676687103636233
0,8,2019-10-19,2.149652209623653
0,8,2019-10-20,2.777495078723426
0,8,2019-10-21,2.3232957663727074
0,8,2019-10-22,2.5697503278761005
0,8,2019-10-23,2.412144955870165
0,8,2019-10-24,3.584695408830429
0,8,2019-10-25,2.2286830757021434
0,8,2019-10-26,2.4206632461512765
0,8,2019-10-27,3.155751483571512
0,8,2019-10-28,2.8041160124388176
0,8,2019-10-29,3.14653999328318
0,8,2019-10-30,3.076452051276118
0,8,2019-10-31,4.3263045809438045
0,8,2019-11-01,3.035748712580169
0,8,2019-11-02,3.2798806044066686
0,8,2019-11-03,4.05256402150899
0,8,2019-11-04,3.722956170085821
0,8,2019-11-05,4.071099735268126
0,8,2019-11-06,3.989978607433565
0,8,2019-11-07,5.211916008325951
0,8,2019-11-08,3.876763185955456
0,8,2019-11-09,4.060152744151747
0,8,2019-11-10,4.75682110920951
0,8,2019-11-11,4.337126801345905
0,8,2019-11-12,4.582627331262361
0,8,2019-11-13,4.388112261832187
0,8,2019-11-14,5.487971390771402
0,8,2019-11-15,4.024346658187239
0,8,2019-11-16,4.075342466310537
0,8,2019-11-17,4.638299712526527
0,8,2019-11-18,4.086261165317001
0,8,2019-11-19,4.203492109089751
0,8,2019-11-20,3.8874550241363126
0,8,2019-11-21,4.875118576540189
0,8,2019-11-22,3.31105090276782
0,8,2019-11-23,3.2755732855083526
0,8,2019-11-24,3.7679809241583926
0,8,2019-11-25,3.1629597888664307
0,8,2019-11-26,3.2460647642856504
0,8,2019-11-27,2.9156590155061686
0,8,2019-11-28,3.9091958701909917
0,8,2019-11-29,2.3712940441771693
0,8,2019-11-30,2.381882946692044
0,8,2019-12-01,2.939425184077491
0,8,2019-12-02,2.417345426163804
0,8,2019-12-03,2.599530766367013
0,8,2019-12-04,2.3823021788944194
0,8,2019-12-05,3.5007377865078335
0,8,2019-12-06,2.096797943652433
0,8,2019-12-07,2.247527822485508
0,8,2019-12-08,2.948343367958544
0,8,2019-12-09,2.5695283572227856
0,8,2019-12-10,2.8918061222790374
0,8,2019-12-11,2.8083838610015244
0,8,2019-12-12,4.051348506702045
0,8,2019-12-13,2.759862395426831
0,8,2019-12-14,3.008432675498737
0,8,2019-12-15,3.790258649388054
0,8,2019-12-16,3.4737832177549537
0,8,2019-12-17,3.8383105714131176
0,8,2019-12-18,3.7760868333657167
0,8,2019-12-19,5.018721622281042
0,8,2019-12-20,3.7053980303957545
0,8,2019-12-21,3.9111444890852214
0,8,2019-12-22,4.6301725313619535
0,8,2019-12-23,4.232406739134356
0,8,2019-12-24,4.499069438114363
0,8,2019-12-25,4.32471755194727
0,8,2019-12-26,5.443610573609903
0,8,2019-12-27,3.9978583890246067
0,8,2019-12-28,4.065623894256659
0,8,2019-12-29,4.64438607476111
0,8,2019-12-30,4.107391644339903
0,8,2019-12-31,4.239159722221883
0,8,2020-01-01,3.937438933318966
0,8,2020-01-02,4.939497871076638
0,8,2020-01-03,3.3901995967011382
0,8,2020-01-04,3.37013696241642
0,8,2020-01-05,3.87883613324719
0,8,2020-01-06,3.291157925844006
0,8,2020-01-07,3.3927627386252857
0,8,2020-01-08,3.082039494155058
0,8,2020-01-09,4.096380281108528
0,8,2020-01-10,2.5802518087576694
0,8,2020-01-11,2.6133405788164357
0,8,2020-01-12,3.1937789399489196
0,8,2020-01-13,2.6945811113214955
0,8,2020-01-14,2.8991541067795827
0,8,2020-01-15,2.703282847382222
0,8,2020-01-16,3.8414697541467175
0,8,2020-01-17,2.4550783106172407
0,8,2020-01-18,2.6205556903885485
0,8,2020-01-19,3.3327396642580247
0,8,2020-01-20,2.9613768319754854
0,8,2020-01-21,3.286715030298563
0,8,2020-01-22,3.201567140034812
0,8,2020-01-23,4.437724587381808
0,8,2020-01-24,3.134168152485186
0,8,2020-01-25,3.365349472415447
0,8,2020-01-26,4.124546958363114
0,8,2020-01-27,3.7804219293512875
0,8,2020-01-28,4.112636855737322
0,8,2020-01-29,4.013932286721957
0,8,2020-01-30,5.216540435052565
0,8,2020-01-31,3.860383045122467
0,8,2020-02-01,4.021327279796939
0,8,2020-02-02,4.694504020085528
0,8,2020-02-03,4.250815362583573
0,8,2020-02-04,4.472494473801913
0,8,2020-02-05,4.25511589132102
0,8,2020-02-06,5.33393597116822
0,8,2020-02-07,3.8520129993951784
0,8,2020-02-08,3.8883827110337363
0,8,2020-02-09,4.441295682252642
0,8,2020-02-10,3.8846454621426565
0,8,2020-02-11,4.003452640482711
0,8,2020-02-12,3.6958048812144524
0,8,2020-02-13,4.699134413288968
0,8,2020-02-14,3.158284095071168
0,8,2020-02-15,3.153639158395384
0,8,2020-02-16,3.6843321908188673
0,8,2020-02-17,3.124651017270735
0,8,2020-02-18,3.259515154099593
0,8,2020-02-19,2.9864210126653985
0,8,2020-02-20,4.041737159124105
0,8,2020-02-21,2.5688002352219588
0,8,2020-02-22,2.6460878229032696
0,8,2020-02-23,3.270474698722513
0,8,2020-02-24,2.81370076742979
0,8,2020-02-25,3.0579147538301035
0,8,2020-02-26,2.897692056086191
0,8,2020-02-27,4.066406160887046
0,8,2020-02-28,2.7044022366270344
0,8,2020-02-29,2.887247169113806
0,8,2020-03-01,3.6090604904627126
0,8,2020-03-02,3.239052570672091
0,8,2020-03-03,3.557132355805069
0,8,2020-03-04,3.4559814325785743
0,8,2020-03-05,4.667472408945349
0,8,2020-03-06,3.330879064851013
0,8,2020-03-07,3.521151653320487
0,8,2020-03-08,4.23226121724203
0,8,2020-03-09,3.833739018720758
0,8,2020-03-10,4.106273410101761
0,8,2020-03-11,3.9437612861787166
0,8,2020-03-12,5.079692769884331
0,8,2020-03-13,3.655317532068529
0,8,2020-03-14,3.747867328697116
0,8,2020-03-15,4.3538400475710395
0,8,2020-03-16,3.8454729726231442
0,8,2020-03-17,4.00626934698723
0,8,2020-03-18,3.732977220401338
0,8,2020-03-19,4.761901124146332
0,8,2020-03-20,3.2369968600284142
0,8,2020-03-21,3.238025818308989
0,8,2020-03-22,3.7637758465111526
0,8,2020-03-23,3.1884779607767273
0,8,2020-03-24,3.2972843784110557
0,8,2020-03-25,2.9882080334381316
0,8,2020-03-26,3.998405044967226
0,8,2020-03-27,2.4722510798201522
0,8,2020-03-28,2.4894883934586467
0,8,2020-03-29,3.0484506474855984
0,8,2020-03-30,2.5224945801876926
0,8,2020-03-31,2.695503510853287
0,8,2020-04-01,2.4638620749421456
0,8,2020-04-02,3.5627826518029164
0,8,2020-04-03,2.1344332036459255
0,8,2020-04-04,2.2561419073147446
0,8,2020-04-05,2.9236841335399113
0,8,2020-04-06,2.5077792078029164
0,8,2020-04-07,2.7896602363525744
0,8,2020-04-08,2.6631146879798226
0,8,2020-04-09,3.8608745217100093
0,8,2020-04-10,2.5228039863169522
0,8,2020-04-11,2.724158999269835
0,8,2020-04-12,3.458922341918633
0,8,2020-04-13,3.0963409751458784
0,8,2020-04-14,3.4165278441363514
0,8,2020-04-15,3.3125251833665663
0,8,2020-04-16,4.516707682184921
0,8,2020-04-17,3.1689734638908034
0,8,2020-04-18,3.344996870099962
0,8,2020-04-19,4.039547621959213
0,8,2020-04-20,3.6230032347797354
0,8,2020-04-21,3.8769178453614765
0,8,2020-04-22,3.69604544735657
0,8,2020-04-23,4.81469704355025
0,8,2020-04-24,3.374880947411113
0,8,2020-04-25,3.454501599949783
0,8,2020-04-26,4.0506229044475255
0,8,2020-04-27,3.535924404733469
0,8,2020-04-28,3.694214894581473
0,16,2019-04-30,3.2514731017837666
0,16,2019-05-01,3.7411451561366986
0,16,2019-05-02,3.8828456408485157
0,16,2019-05-03,3.778916553321171
0,16,2019-05-04,3.4952946657744755
0,16,2019-05-05,3.021006816583312
0,16,2019-05-06,3.631084783096653
0,16,2019-05-07,2.967836239437924
0,16,2019-05-08,3.4681434707607846
0,16,2019-05-09,3.6244860194204755
0,16,2019-05-10,3.53941876565925
0,16,2019-05-11,3.279018165796334
0,16,2019-05-12,2.8323689329621953
0,16,2019-05-13,3.474472009897278
0,16,2019-05-14,2.8475105975737933
0,16,2019-05-15,3.3881461221887053
0,16,2019-05-16,3.5885404704960377
0,16,2019-05-17,3.5508360883771104
0,16,2019-05-18,3.340606691913991
0,16,2019-05-19,2.946350834053533
0,16,2019-05-20,3.642409066460638
0,16,2019-05-21,3.070241284209338
0,16,2019-05-22,3.6657358976665213
0,16,2019-05-23,3.920246866993396
0,16,2019-05-24,3.935089850880505
0,16,2019-05-25,3.7750098357059163
0,16,2019-05-26,3.427692075673748
0,16,2019-05-27,4.166696652639586
0,16,2019-05-28,3.632752805981463
0,16,2019-05-29,4.261084245098669
0,16,2019-05-30,4.54246106591119
0,16,2019-05-31,4.5777091381019765
0,16,2019-06-01,4.431188984454776
0,16,2019-06-02,4.09031568780569
0,16,2019-06-03,4.828499897425883
0,16,2019-06-04,4.286445913132566
0,16,2019-06-05,4.899477957549184
0,16,2019-06-06,5.158590228427432
0,16,2019-06-07,5.164951641977066
0,16,2019-06-08,4.983377405373661
0,16,2019-06-09,4.6018391399028316
0,16,2019-06-10,5.294393876760933
0,16,2019-06-11,4.702468211062657
0,16,2019-06-12,5.262169080280656
0,16,2019-06-13,5.465317153518966
0,16,2019-06-14,5.413934164694312
0,16,2019-06-15,5.173696765790442
0,16,2019-06-16,4.7334290635557394
0,16,2019-06-17,5.368014595144633
0,16,2019-06-18,4.719664441547945
0,16,2019-06-19,5.225213326984122
0,16,2019-06-20,5.377140030881875
0,16,2019-06-21,5.278043735225248
0,16,2019-06-22,4.994089115047611
0,16,2019-06-23,4.514492503326707
0,16,2019-06-24,5.114429986060216
0,16,2019-06-25,4.4363041572041295
0,16,2019-06-26,4.917041343186662
0,16,2019-06-27,5.049115518081017
0,16,2019-06-28,4.935030363623382
0,16,2019-06-29,4.640772056129286
0,16,2019-06-30,4.1553048361806
0,16,2019-07-01,4.753489900543032
0,16,2019-07-02,4.07736399888169
0,16,2019-07-03,4.563449177478514
0,16,2019-07-04,4.703789514539747
0,16,2019-07-05,4.600445926873273
0,16,2019-07-06,4.318961268796336
0,16,2019-07-07,3.847867441602305
0,16,2019-07-08,4.461614748804147
0,16,2019-07-09,3.8018596171407673
0,16,2019-07-10,4.304781911828065
0,16,2019-07-11,4.462127531112806
0,16,2019-07-12,4.3757072583652175
0,16,2019-07-13,4.110864050914429
0,16,2019-07-14,3.655980502033679
0,16,2019-07-15,4.285406787428703
0,16,2019-07-16,3.6407453466306534
0,16,2019-07-17,4.158163707169519
0,16,2019-07-18,4.329431358242026
0,16,2019-07-19,4.256411907988626
0,16,2019-07-20,4.00452298456967
0,16,2019-07-21,3.5622359141332236
0,16,2019-07-22,4.203995789023869
0,16,2019-07-23,3.5714984740801423
0,16,2019-07-24,4.100996241875286
0,16,2019-07-25,4.284328202872591
0,16,2019-07-26,4.223406991789395
0,16,2019-07-27,3.9836743582927694
0,16,2019-07-28,3.553597837848856
0,16,2019-07-29,4.207589209386903
0,16,2019-07-30,3.5872813288325043
0,16,2019-07-31,4.128835017641568
0,16,2019-08-01,4.323972108502135
0,16,2019-08-02,4.274465996330268
0,16,2019-08-03,4.04560218434493
0,16,2019-08-04,3.625680803428353
0,16,2019-08-05,4.288941581579072
0,16,2019-08-06,3.676847598586704
0,16,2019-08-07,4.225399236061055
0,16,2019-08-08,4.42617415036134
0,16,2019-08-09,4.380824345973229
0,16,2019-08-10,4.154542582110414
0,16,2019-08-11,3.7355698564201463
0,16,2019-08-12,4.3981242392163375
0,16,2019-08-13,3.7836872283238847
0,16,2019-08-14,4.328318913933638
0,16,2019-08-15,4.5236977091555435
0,16,2019-08-16,4.471615703713482
0,16,2019-08-17,4.237441906484673
0,16,2019-08-18,3.8096252058481737
0,16,2019-08-19,4.462617456431053
0,16,2019-08-20,3.8381530430976882
0,16,2019-08-21,4.372556432431619
0,16,2019-08-22,4.557773721084921
0,16,2019-08-23,4.495859516659008
0,16,2019-08-24,4.252431710183511
0,16,2019-08-25,3.816166267962469
0,16,2019-08-26,4.461712745090493
0,16,2019-08-27,3.830967150215413
0,16,2019-08-28,4.360373925473125
0,16,2019-08-29,4.5419532705638535
0,16,2019-08-30,4.477785323897875
0,16,2019-08-31,4.233463888091018
0,16,2019-09-01,3.797591901194486
0,16,2019-09-02,4.444699371574291
0,16,2019-09-03,3.816520361743234
0,16,2019-09-04,4.349300681212172
0,16,2019-09-05,4.534832356015082
0,16,2019-09-06,4.474946173310375
0,16,2019-09-07,4.2349747264863025
0,16,2019-09-08,3.8032578607684915
0,16,2019-09-09,4.454070905365948
0,16,2019-09-10,3.828911925491053
0,16,2019-09-11,4.363819293470613
0,16,2019-09-12,4.5504152886515135
0,16,2019-09-13,4.4904066813846
0,16,2019-09-14,4.249054409981692
0,16,2019-09-15,3.814683971827338
0,16,2019-09-16,4.461616683859947
0,16,2019-09-17,3.8314578717561276
0,16,2019-09-18,4.360413177234481
0,16,2019-09-19,4.540328652975155
0,16,2019-09-20,4.47318563318164
0,16,2019-09-21,4.224562595556007
0,16,2019-09-22,3.7831358155351866
0,16,2019-09-23,4.423599217087573
0,16,2019-09-24,3.7879397919764317
0,16,2019-09-25,4.3127401449984335
0,16,2019-09-26,4.490204248469187
0,16,2019-09-27,4.422637841775668
0,16,2019-09-28,4.1758961605004
0,16,2019-09-29,3.7388712718900763
0,16,2019-09-30,4.3863998891703915
0,16,2019-10-01,3.7605284825751544
0,16,2019-10-02,4.297807653714075
0,16,2019-10-03,4.490312215041477
0,16,2019-10-04,4.440118705454088
0,16,2019-10-05,4.212753247557922
0,16,2019-10-06,3.796682160786477
0,16,2019-10-07,4.466226250132696
0,16,2019-10-08,3.8628355408026924
0,16,2019-10-09,4.42239628152626
0,16,2019-10-10,4.636266419143941
0,16,2019-10-11,4.60577094512869
0,16,2019-10-12,4.395669604660305
0,16,2019-10-13,3.993668892601092
0,16,2019-10-14,4.673358703038914
0,16,2019-10-15,4.075509800630296
0,16,2019-10-16,4.635403301148522
0,16,2019-10-17,4.8438877125365325
0,16,2019-10-18,4.80189428803918
0,16,2019-10-19,4.573922553653119
0,16,2019-10-20,4.1475673451635275
0,16,2019-10-21,4.796467189380316
0,16,2019-10-22,4.161609739522431
0,16,2019-10-23,4.6786650825858676
0,16,2019-10-24,4.839042202106356
0,16,2019-10-25,4.744399191927842
0,16,2019-10-26,4.460119046820426
0,16,2019-10-27,3.9748224524638616
0,16,2019-10-28,4.563297621586614
0,16,2019-10-29,3.8677832206368095
0,16,2019-10-30,4.32527565573936
0,16,2019-10-31,4.428556559559151
0,16,2019-11-01,4.280671727794449
0,16,2019-11-02,3.9483740638872957
0,16,2019-11-03,3.4216027493172163
0,16,2019-11-04,3.9763795231774024
0,16,2019-11-05,3.256058973286235
0,16,2019-11-06,3.6986049639823464
0,16,2019-11-07,3.797589874416633
0,16,2019-11-08,3.6566486815761756
0,16,2019-11-09,3.342901163754816
0,16,2019-11-10,2.8464150702216617
0,16,2019-11-11,3.4430916623111076
0,16,2019-11-12,2.775910926925888
0,16,2019-11-13,3.282208850932567
0,16,2019-11-14,3.454683548685474
0,16,2019-11-15,3.3958622448051314
0,16,2019-11-16,3.171542203276223
0,16,2019-11-17,2.7702781138749732
0,16,2019-11-18,3.46629686203116
0,16,2019-11-19,2.9007763700098486
0,16,2019-11-20,3.509160164118576
0,16,2019-11-21,3.7822036229297797
0,16,2019-11-22,3.820482987651929
0,16,2019-11-23,3.6878792434637906
0,16,2019-11-24,3.371108363298829
0,16,2019-11-25,4.142677809033442
0,16,2019-11-26,3.6422049609969545
0,16,2019-11-27,4.303768153860339
0,16,2019-11-28,4.616985362523624
0,16,2019-11-29,4.68155079688665
0,16,2019-11-30,4.560740802805896
0,16,2019-12-01,4.240959978814146
0,16,2019-12-02,4.994706967269503
0,16,2019-12-03,4.461895312131123
0,16,2019-12-04,5.0771999486533606
0,16,2019-12-05,5.331124425781487
0,16,2019-12-06,5.3245193469656265
0,16,2019-12-07,5.122063818470913
0,16,2019-12-08,4.71178136279222
0,16,2019-12-09,5.367970446901947
0,16,2019-12-10,4.732485835329729
0,16,2019-12-11,5.242042257711907
0,16,2019-12-12,5.389236499917077
0,16,2019-12-13,5.277019471707906
0,16,2019-12-14,4.972131139851195
0,16,2019-12-15,4.464570889033979
0,16,2019-12-16,5.030484542794547
0,16,2019-12-17,4.313405287243899
0,16,2019-12-18,4.751520944801886
0,16,2019-12-19,4.838664565387855
0,16,2019-12-20,4.67876062582442
0,16,2019-12-21,4.339240325281408
0,16,2019-12-22,3.8104989845298913
0,16,2019-12-23,4.368777062136336
0,16,2019-12-24,3.657402140379808
0,16,2019-12-25,4.114064264874722
0,16,2019-12-26,4.231821371031691
0,16,2019-12-27,4.113566689300606
0,16,2019-12-28,3.8254710643492826
0,16,2019-12-29,3.356472504009372
0,16,2019-12-30,3.9811936579351643
0,16,2019-12-31,3.341223665419546
0,16,2020-01-01,3.872435766266333
0,16,2020-01-02,4.06603636640231
0,16,2020-01-03,4.023076383786619
0,16,2020-01-04,3.807936745391143
0,16,2020-01-05,3.4078593153122547
0,16,2020-01-06,4.095902972754304
0,16,2020-01-07,3.5122603765163634
0,16,2020-01-08,4.091606007766819
0,16,2020-01-09,4.324170500290342
0,16,2020-01-10,4.310271536981917
0,16,2020-01-11,4.113812784463739
0,16,2020-01-12,3.721821903498406
0,16,2020-01-13,4.407407272001098
0,16,2020-01-14,3.8110690363729782
0,16,2020-01-15,4.368035318599908
0,16,2020-01-16,4.569318972863512
0,16,2020-01-17,4.516225691928424
0,16,2020-01-18,4.273825578751925
0,16,2020-01-19,3.8304599681915907
0,16,2020-01-20,4.460663966379862
0,16,2020-01-21,3.8064412149978546
0,16,2020-01-22,4.304562636857011
0,16,2020-01-23,4.4475854984312795
0,16,2020-01-24,4.338324520382154
0,16,2020-01-25,4.043288047389788
0,16,2020-01-26,3.5521519010964555
0,16,2020-01-27,4.140652144961615
0,16,2020-01-28,3.451833934029933
0,16,2020-01-29,3.923328760758963
0,16,2020-01-30,4.048356864355914
0,16,2020-01-31,3.930186834743055
0,16,2020-02-01,3.6355655858774005
0,16,2020-02-02,3.1541913474853516
0,16,2020-02-03,3.761610793502911
0,16,2020-02-04,3.1004772397793214
0,16,2020-02-05,3.60784186090126
0,16,2020-02-06,3.776174223691537
0,16,2020-02-07,3.7078436047720285
0,16,2020-02-08,3.468573626263805
0,16,2020-02-09,3.046942159851111
0,16,2020-02-10,3.71730688021174
0,16,2020-02-11,3.121092644961389
0,16,2020-02-12,3.694111897923408
0,16,2020-02-13,3.9276136622996796
0,16,2020-02-14,3.922791901088071
0,16,2020-02-15,3.7442651467836505
0,16,2020-02-16,3.3795987919376613
0,16,2020-02-17,4.102249948864777
0,16,2020-02-18,3.55287067928921
0,16,2020-02-19,4.166640517691789
0,16,2020-02-20,4.434323689655061
0,16,2020-02-21,4.4567817459599866
0,16,2020-02-22,4.298453564835473
0,16,2020-02-23,3.946874266210822
0,16,2020-02-24,4.675613193246851
0,16,2020-02-25,4.125567093278834
0,16,2020-02-26,4.732279826033695
0,16,2020-02-27,4.986984463195329
0,16,2020-02-28,4.991099006813533
0,16,2020-02-29,4.8096882136878385
0,16,2020-03-01,4.430963616513826
0,16,2020-03-02,5.129202439875504
0,16,2020-03-03,4.546022067012487
0,16,2020-03-04,5.117681875384876
0,16,2020-03-05,5.3361087490220225
0,16,2020-03-06,5.303377881583998
0,16,2020-03-07,5.0851616773806025
0,16,2020-03-08,4.670219087838898
0,16,2020-03-09,5.333306250858739
0,16,2020-03-10,4.716445178675625
0,16,2020-03-11,5.2562223231125405
0,16,2020-03-12,5.444813261017858
0,16,2020-03-13,5.384464977763632
0,16,2020-03-14,5.140948356267536
0,16,2020-03-15,4.703052954392495
0,16,2020-03-16,5.3455046389844085
0,16,2020-03-17,4.710242489726161
0,16,2020-03-18,5.233726448052597
0,16,2020-03-19,5.407971591367097
0,16,2020-03-20,5.335040151181
0,16,2020-03-21,5.080503538249305
0,16,2020-03-22,4.6329461391508495
0,16,2020-03-23,5.266891169374161
0,16,2020-03-24,4.624084756815727
0,16,2020-03-25,5.1408095416601345
0,16,2020-03-26,5.308923538547156
0,16,2020-03-27,5.230355302740379
0,16,2020-03-28,4.970567644794064
0,16,2020-03-29,4.5180616962260665
0,16,2020-03-30,5.147301703178223
0,16,2020-03-31,4.49999686228554
0,16,2020-04-01,5.01241166717481
0,16,2020-04-02,5.176400728005459
0,16,2020-04-03,5.093899347472905
0,16,2020-04-04,4.830382354917907
0,16,2020-04-05,4.374363263739763
0,16,2020-04-06,5.000314387016628
0,16,2020-04-07,4.349944469097628
0,16,2020-04-08,4.8595055215126095
0,16,2020-04-09,5.020825013648275
0,16,2020-04-10,4.9357948507735605
0,16,2020-04-11,4.669829745774257
0,16,2020-04-12,4.2113671059340305
0,16,2020-04-13,4.834789075265763
0,16,2020-04-14,4.181703244452246
0,16,2020-04-15,4.688253621412327
0,16,2020-04-16,4.846157870973937
0,16,2020-04-17,4.757202072544559
0,16,2020-04-18,4.486705382993767
0,16,2020-04-19,4.023026479168998
0,16,2020-04-20,4.640492154408097
